#1
double EnergyPlus(8761,3)
#This file contains the results from the EnergyPlus simulation
#Column 0: Time in seconds
#Column 1: Total heat transfer
#Column 2: Total cooling
0,1.037e+05,0.000e+00
3600,1.037e+05,0.000e+00
7200,9.250e+04,0.000e+00
10800,1.093e+05,0.000e+00
14400,7.269e+04,0.000e+00
18000,8.150e+04,0.000e+00
21600,7.152e+04,0.000e+00
25200,7.289e+04,0.000e+00
28800,7.182e+04,0.000e+00
32400,7.423e+04,0.000e+00
36000,5.440e+04,0.000e+00
39600,5.024e+04,0.000e+00
43200,4.095e+04,0.000e+00
46800,3.868e+04,0.000e+00
50400,1.920e+04,0.000e+00
54000,3.029e+04,0.000e+00
57600,2.581e+04,0.000e+00
61200,5.265e+04,0.000e+00
64800,5.652e+04,0.000e+00
68400,8.903e+04,0.000e+00
72000,8.162e+04,0.000e+00
75600,9.185e+04,0.000e+00
79200,8.008e+04,0.000e+00
82800,1.136e+05,0.000e+00
86400,1.049e+05,0.000e+00
90000,1.134e+05,0.000e+00
93600,1.055e+05,0.000e+00
97200,1.380e+05,0.000e+00
100800,1.059e+05,0.000e+00
104400,5.190e+05,0.000e+00
108000,8.016e+05,0.000e+00
111600,1.203e+06,0.000e+00
115200,1.135e+06,1.418e+01
118800,6.876e+05,0.000e+00
122400,5.380e+05,0.000e+00
126000,3.799e+05,0.000e+00
129600,3.427e+05,0.000e+00
133200,3.171e+05,0.000e+00
136800,2.408e+05,0.000e+00
140400,1.721e+05,0.000e+00
144000,1.929e+05,0.000e+00
147600,1.743e+05,0.000e+00
151200,3.460e+05,0.000e+00
154800,4.069e+05,0.000e+00
158400,4.119e+05,0.000e+00
162000,4.166e+05,0.000e+00
165600,4.168e+05,0.000e+00
169200,0.000e+00,0.000e+00
172800,0.000e+00,0.000e+00
176400,0.000e+00,0.000e+00
180000,0.000e+00,0.000e+00
183600,0.000e+00,0.000e+00
187200,1.402e+03,0.000e+00
190800,1.894e+05,0.000e+00
194400,4.305e+05,0.000e+00
198000,7.410e+05,0.000e+00
201600,5.863e+05,2.572e+00
205200,2.777e+05,0.000e+00
